title,romanized,productId,platform,gameFilename,thumbnailFilename,manualFilename,musicFilename,Store Page
たぬキッズ,Tanukids,1283,PC-9801,COM0071a.bin,COM0071.bmp,COM0071m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1283
ダブルイーグル,Double Eagle,275,PC-9801,ART0005a.bin,ART0005.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=275
ダブルダンジョン,Double Dungeon,1337,PC Engine,NCS0027a.bin,NCS0027.bmp,NCS0027m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1337
ダブルドラゴン,Double Dragon,824,FC,MIL0003a.bin,MIL0003.bmp,MIL0003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=824
ダブルドラゴン2 ザ・リベンジ ,Double Dragon 2 - The Revenge,834,FC,MIL0007a.bin,MIL0007.bmp,MIL0007m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=834
ダブルドラゴン3 ,Double Dragon 3,859,FC,MIL0006a.bin,MIL0006.bmp,MIL0006m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=859
ダブルムーン伝説,Double Moon Densetsu,1544,FC,NCS0041a.bin,NCS0041.bmp,NCS0041m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1544
ダンクドリーム,Dunk Dream,940,NEOGEO,GMD0015a.bin,GMD0015.bmp,GMD0015m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=940
ダンクドリーム,Dunk Dream,1029,NEOGEO,GMD0015a.bin,GMD0015.bmp,GMD0015m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1029
たんば,Tamba,1160,X68000,MCN0006a.bin,MCN0006.bmp,MCN0006m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1160
チェルノブ,Chelnov,1579,Arcade,PPD0003a.bin,PPD0003.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1579
チェルノブ,Chelnov,1583,Mega Drive,PPD0004a.bin,PPD0004.bmp,PPD0004m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1583
チェルノブ ,Chelnov,815,Mega Drive,PON0001a.bin,PON0001.bmp,PON0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=815
ちゃっくんぽっぷ＆ジャイロダイン／タイトー８８コレクション１,Chack'n Pop & Gyrodine - Taito 88 Collection 1,628,PC-8801,PTIT0001a.bin,PTIT0001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=628
チャンピオンシップボーリング,Championship Bowling,1317,FC,ATN0004a.bin,ATN0004.bmp,ATN0004m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1317
ちるどれんうぉーず,Children Wars,1460,MSX2,COM1036a.bin,COM1036.bmp,COM1036m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1460
ちるどれんうぉーず,Children Wars,1518,MSX2,COM1036a.bin,COM1036.bmp,COM1036m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1518
ツインビー,TwinBee,1193,MSX,KNM1007a.bin,KNM1007.bmp,KNM1007m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1193
デーモンズリング,Demons Ring,81,PC-8801,FAL0030a.bin,FAL0030.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=81
デーモンズリング,Demons Ring,533,PC-8801,FAL0065a.bin,FAL0065.bmp,FAL0065m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=533
デア ラングリッサー,Der Langrisser,1233,SFC,NCS0016a.bin,NCS0016.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1233
ディーヴァ,Daiva,583,PC-8801,PTAE0001a.bin,PTAE0001.bmp,PTAE0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=583
ディーヴァ,Daiva,1555,PC-8801,TAE0037a.bin,TAE0037.bmp,TAE0037m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1555
ディーヴァ,Daiva,1582,FC,TAE0039a.bin,TAE0039.bmp,TAE0039m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1582
ディーヴァ,Daiva,1623,MSX,TAE1018a.bin,TAE1018.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1623
ディーヴァ,Daiva,1704,PC-9801,TAE0047a.bin,TAE0047.bmp,TAE0047m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1704
ディーヴァ,Daiva,1720,PC-8801,TAE0037a.bin,TAE0037.bmp,TAE0037m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1720
ディーヴァ,Daiva,1742,MSX,TAE1018a.bin,,,,https://www.amusement-center.com/project/egg/game/?product_id=1742
ディーヴァ,Daiva,1765,FC,TAE0039a.bin,TAE0039.bmp,TAE0039m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1765
ディーヴァ全シナリオセット,Daiva - Zen Scenario Set,610,Other,PTAE0007a.bin,PTAE0007.bmp,PTAE0007m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=610
ディープダンジョン,Deep Dungeon,1105,MSX,HAM1003a.bin,HAM1003.bmp,HAM1003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1105
ディープダンジョン,Deep Dungeon,1377,MSX,HAM1003a.bin,HAM1003.bmp,HAM1003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1377
ディープダンジョンII　勇士の紋章,Deep Dungeon II - Yuushi no Monshou,1145,MSX,HAM1004a.bin,HAM1004.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1145
ディープダンジョンII　勇士の紋章,Deep Dungeon II - Yuushi no Monshou,1446,MSX,HAM1004a.bin,HAM1004.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1446
ディアドラム,Diadrum,731,PC-9801,NIC0001a.bin,NIC0001.bmp,NIC0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=731
ディフレクター,Deflektor,316,PC-9801,BPS0004a.bin,BPS0004.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=316
ティル・ナ・ノーグ,Tir Na Nog,465,PC-8801,SYS0025a.bin,SYS0025.bmp,SYS0025m.bin,SYS0025d.bin,https://www.amusement-center.com/project/egg/game/?product_id=465
ティル・ナ・ノーグ,Tir Na Nog,545,PC-9801,SYS0026a.bin,SYS0026.bmp,SYS0026m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=545
ティル・ナ・ノーグ,Tir Na Nog,1176,MSX2,SYS1005a.bin,SYS1005.bmp,SYS1005m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1176
ティル・ナ・ノーグII カオスの警鐘,Tir Na Nog II - Chaos no Keishou,1066,PC-9801,SYS0042a.bin,SYS0042.bmp,SYS0042m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1066
テグザー,Thexder,123,PC-8801,GAR0001a.bin,GAR0001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=123
テグザー,Thexder,483,FM-7,GAR0011a.bin,GAR0011.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=483
テグザー,Thexder,1546,PC-8801,GAR0015a.bin,GAR0015.bmp,GAR0015m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1546
テグザー,Thexder,1559,MSX,GAR1001a.bin,GAR1001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1559
テグザー,Thexder,1634,FM-7,GAR0017a.bin,GAR0017.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1634
テグザー＆ファイアーホーク,Thexder & Fire Hawk,600,MSX2,PGAR0001a.bin,PGAR0001.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=600
デザートドラグーン,Desert Dragoon,636,PC-9801,PTEN0002a.bin,PTEN0002.bmp,PTEN0002m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=636
デストラクション上巻,Destruction - Joukan,177,PC-8801,STW0004a.bin,STW0004.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=177
デストラクション下巻,Destruction - Gekan,176,PC-8801,STW0005a.bin,STW0005.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=176
デスフォース,Death Force,114,FM77AV,RIV0006a.bin,RIV0006.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=114
デスブリンガー,Death Bringer,268,PC-9801,TEL0016a.bin,TEL0016.bmp,TEL0016m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=268
デスブリンガー,Death Bringer,273,X68000,TEL0012a.bin,TEL0012.bmp,TEL0012m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=273
デスブリンガー,Death Bringer,1752,X68000,TEL0070a.bin,,,,https://www.amusement-center.com/project/egg/game/?product_id=1752
デッドフォース,Dead Force,663,PC-9801,FUG0005a.bin,FUG0005.bmp,FUG0005m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=663
デビルズコース,Devil's Course,1727,SFC,TAE0049a.bin,TAE0049.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1727
デビルズヘブン,Devil's Heaven,1585,MSX,COM1045a.bin,COM1045.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1585
デビルフォース 前編,Devil Force - Zen-hen,961,PC-9801,COM0055a.bin,COM0055.bmp,COM0055m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=961
デビルフォース 前編,Devil Force - Zen-hen,1058,PC-9801,COM0055a.bin,COM0055.bmp,COM0055m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1058
デビルフォース 後編,Devil Force - Kou-hen,1472,PC-9801,COM0064a.bin,COM0064.bmp,COM0064m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1472
デビルフォース 後編 ,Devil Force - Kou-hen,1047,PC-9801,COM0064a.bin,COM0064.bmp,COM0064m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1047
デビルフォースII 〜奪われた秘宝〜,Devil Force II - Ubawareta Hihou,1103,PC-9801,COM0070a.bin,COM0070.bmp,COM0070m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1103
デビルフォースII 〜奪われた秘宝〜,Devil Force II - Ubawareta Hihou,1506,PC-9801,COM0070a.bin,COM0070.bmp,COM0070m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1506
デュアルオーブII ,Dual Orb II,972,SFC,IMX0004a.bin,IMX0004.bmp,IMX0004m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=972
テラ4001,Terra 4001,495,FM-7,TAE0023a.bin,TAE0023.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=495
テラクレスタ,Terra Cresta,1220,FC,NTB0007a.bin,NTB0007.bmp,NTB0007m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1220
てんしんらんまんセイギマン,Tenshin Ranman Seigiman,1262,Windows,COM5029a.bin,,COM5030m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1262
ドーム,Dome,157,PC-8801,SAC0002a.bin,SAC0002.bmp,SAC0002m.bin,SAC0002d.bin,https://www.amusement-center.com/project/egg/game/?product_id=157
トキオ,Tokio,1459,PC-9801,ART0023a.bin,ART0023.bmp,ART0023m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1459
どっすん！岩石バトル,Dossun! Ganseki Battle,916,SFC,IMX0003a.bin,IMX0003.bmp,IMX0003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=916
トップルジップ,Topple Zip,199,PC-8801,BOT0003a.bin,BOT0003.bmp,,BOT0003d.bin,https://www.amusement-center.com/project/egg/game/?product_id=199
トップルジップ,Topple Zip,452,PC-9801,BOT0020a.bin,BOT0020.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=452
トップルジップ,Topple Zip,1315,FC,BOT0043a.bin,BOT0043.bmp,BOT0043m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1315
トップルジップ,Topple Zip,1386,PC-9801,BOT0020a.bin,BOT0020.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1386
トップルジップ,Topple Zip,1477,FC,BOT0043a.bin,BOT0043.bmp,BOT0043m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1477
トップルジップ,Topple Zip,1494,PC-8801,BOT0003a.bin,BOT0003.bmp,BOT0003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1494
トップルジップ,Topple Zip,1681,FM-7,BOT0047a.bin,BOT0047.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1681
トップルジップ ,Topple Zip,894,MSX,BOT1015a.bin,BOT1015.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=894
どみのん,Dominon X,1410,MSX,CPM1000a.bin,CPM1000.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1410
どらごんEGG！,Dragon Egg!,1413,PC Engine,NCS0037a.bin,NCS0037.bmp,NCS0037m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1413
ドラゴンクイズ,Dragon Quiz,589,MSX2,PCOM0008a.bin,PCOM0008.bmp,PCOM0008m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=589
ドラゴンクイズ,Dragon Quiz,1604,MSX2,COM1047a.bin,COM1047.bmp,COM1047m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1604
ドラゴンクイズ,Dragon Quiz,1804,MSX2,COM1057a.bin,COM1057.bmp,COM1057m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1804
ドラゴンクイズ,Dragon Quiz,1737,MSX2,COM1047a.bin,COM1047.bmp,COM1047m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1737
ドラゴンスレイヤー,Dragon Slayer,74,PC-8801,FAL0013a.bin,FAL0013.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=74
ドラゴンスレイヤー Level 1.1,Dragon Slayer - Level 1.1,1203,PC-8801,FAL0105a.bin,FAL0105.bmp,FAL0105m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1203
ドラゴンスレイヤー Level 2.0,Dragon Slayer - Level 2.0,1204,PC-8801,FAL0111a.bin,FAL0111.bmp,FAL0111m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1204
ドラゴンスレイヤー　Level1.1,Dragon Slayer - Level 1.1,534,PC-8801,FAL0056a.bin,FAL0056.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=534
ドラゴンスレイヤー Level2.0,Dragon Slayer - Level 2.0,75,PC-8801,FAL0021a.bin,FAL0021.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=75
ドラゴンスレイヤー Level2.0,Dragon Slayer - Level 2.0,356,PC-8801,FAL0021a.bin,FAL0021.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=356
ドラゴンスレイヤー　Level2.0,Dragon Slayer - Level 2.0,535,PC-8801,FAL0057a.bin,FAL0057.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=535
ドラゴンスレイヤーIV　ドラスレファミリー,Dragon Slayer IV - Dra-Sle Family,536,MSX2,FAL1054a.bin,FAL1054.bmp,FAL1054m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=536
ドラゴンスレイヤーIV ドラスレファミリー,Dragon Slayer IV - Dra-Sle Family,1084,MSX,FAL1057a.bin,FAL1057.bmp,FAL1057m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1084
ドラゴンスレイヤーIV ドラスレファミリー,Dragon Slayer IV - Dra-Sle Family,1453,MSX2,FAL1062a.bin,FAL1062.bmp,FAL1062m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1453
ドラゴンスレイヤーⅥ　英雄伝説,Dragon Slayer VI - Eiyuu Denstsu,537,PC-9801,FAL0066a.bin,FAL0066.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=537
ドラゴンスレイヤーVI 英雄伝説,Dragon Slayer VI - Eiyuu Denstsu,1385,PC-9801,FAL0118a.bin,FAL0118.bmp,FAL0118m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1385
ドラゴンスレイヤーVI 英雄伝説  ,Dragon Slayer VI - Eiyuu Denstsu,717,MSX2,FAL1055a.bin,FAL1055.bmp,FAL1055m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=717
ドラゴンスレイヤーVI 英雄伝説  ,Dragon Slayer VI - Eiyuu Denstsu,751,PC-8801,FAL0096a.bin,FAL0096.bmp,FAL0096m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=751
ドラゴンスレイヤーⅥ　英雄伝説Ⅱ,Dragon Slayer VI - Eiyuu Denstsu II,538,PC-9801,FAL0067a.bin,FAL0067.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=538
ドラゴンスレイヤー英雄伝説,Dragon Slayer - Eiyuu Denstsu,77,PC-8801,FAL0015a.bin,FAL0015.bmp,FAL0015m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=77
ドラゴンスレイヤー英雄伝説,Dragon Slayer - Eiyuu Denstsu,1467,MSX2,FAL1063a.bin,FAL1063.bmp,FAL1063m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1467
ドラゴンスレイヤー英雄伝説II,Dragon Slayer - Eiyuu Denstsu II,82,PC-8801,FAL0016a.bin,FAL0016.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=82
ドラゴンスレイヤー英雄伝説II,Dragon Slayer - Eiyuu Denstsu II,1476,PC-9801,FAL0129a.bin,FAL0129.bmp,FAL0129m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1476
ドラゴンユニット,Dragon Unit,1578,FC,ATN0014a.bin,ATN0014.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1578
トランスボーダー,Transborder,811,PC-9801,COM0045a.bin,COM0045.bmp,COM0045m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=811
トランスボーダー,Transborder,943,PC-9801,COM0045a.bin,COM0045.bmp,COM0045m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=943
トリッキー,Tricky,447,PC-8801,TEL0032a.bin,TEL0032.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=447
トリックボーイ,Trick Boy,1739,PC-6001,TAE0050a.bin,,,,https://www.amusement-center.com/project/egg/game/?product_id=1739
トリトーン,Tritorn,1587,PC-8801,CBR0001a.bin,CBR0001.bmp,CBR0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1587
トリトーン,Tritorn,1649,PC-6001mkII,CBR0004a.bin,CBR0004.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1649
トリトーン,Tritorn,1683,MSX,CBR1003a.bin,CBR1003.bmp,CBR1003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1683
トリトーン,Tritorn,1729,X1,,,,,https://www.amusement-center.com/project/egg/game/?product_id=1729
ドロップロック ほらホラ,Drop Rock Hora Horror,1424,PC Engine,GMD0030a.bin,GMD0030.bmp,GMD0030m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1424
ナックルキッド,Knuckle Kid,999,PC-9801,COM0061a.bin,COM0061.bmp,COM0061m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=999
ナックルキッド,Knuckle Kid,1113,PC-9801,COM0061a.bin,COM0061.bmp,COM0061m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1113
ナビチューン・ドラゴン航海記,Navitune - Dragon Koukaiki,153,MSX2,KSK1006a.bin,KSK1006.bmp,KSK1006m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=153
ナビチューン・ドラゴン航海記,Navitune - Dragon Koukaiki,1162,PC-9801,KSK0031a.bin,KSK0031.bmp,KSK0031m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1162
ナビチューン・ドラゴン航海記,Navitune - Dragon Koukaiki,1615,MSX2,KSK1013a.bin,KSK1013.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1615
ならず者戦闘部隊 ブラッディウルフ,Narazumono Sentou Butai - Bloody Wolf,1373,PC Engine,GMD0025a.bin,GMD0025.bmp,GMD0025m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1373
にゃんぴ,Nyanpi,296,MSX2,COM1010a.bin,COM1010.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=296
にゃんぴ,Nyanpi,909,MSX2,COM1010a.bin,COM1010.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=909
にゃんぴ☆これくしょん,Nyanpi Collection,593,MSX2,PCOM0012a.bin,PCOM0012.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=593
にゃんぴ☆これくしょん,Nyanpi Collection,1646,MSX2,COM1049a.bin,COM1049.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1646
ノイギーア 〜海と風の鼓動〜,Neugier - Umi to Kaze no Kodou,1015,SFC,TEL0049a.bin,TEL0049.bmp,TEL0049m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1015
は〜りぃふぉっくす,Hurry Fox,1324,PC-8801,MIC0039a.bin,MIC0039.bmp,MIC0039m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1324
は〜りぃふぉっくす,Hurry Fox,1656,PC-6001mkII,MIC0047a.bin,MIC0047.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1656
は〜りぃふぉっくす MSXスペシャル  ,Hurry Fox - MSX Special,791,MSX,MIC0027a.bin,MIC0027.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=791
は〜りぃふぉっくす 雪の魔王編,Hurry Fox - Yuki no Maou-hen,1339,PC-8801,MIC0040a.bin,MIC0040.bmp,MIC0040m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1339
は〜りぃふぉっくす 雪の魔王編,Hurry Fox - Yuki no Maou-hen,1660,PC-6001mkII,MIC0048a.bin,MIC0048.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1660
バーガータイム,Burger Time,1618,FC,GMD0032a.bin,GMD0032.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1618
はーりぃふぉっくす,Hurry Fox,226,PC-8801,MIC0003a.bin,MIC0003.bmp,MIC0003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=226
はーりぃふぉっくす雪の魔王,Hurry Fox - Yuki no Maou,223,PC-8801,MIC0004a.bin,MIC0004.bmp,MIC0004m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=223
ハイウェイスター,Highway Star,723,PC-9801,SAC0019a.bin,SAC0019.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=723
ハイウェイスター,Highway Star,1700,PC-9801,SAC0019a.bin,SAC0019.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1700
バイオメタル,Biometal,1380,SFC,ATN0008a.bin,ATN0008.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1380
バイオ戦士DAN インクリーザーとの闘い ,Bio Senshi Dan - Increaser to no Tatakai,871,FC,JLC0008a.bin,JLC0008.bmp,JLC0008m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=871
ハイディフォス,Hydefos - Hyper Defending Force System,554,MSX2,HRZ1002a.bin,HRZ1002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=554
ハイドライド,Hydlide,48,X1,TAE0002a.bin,TAE0002.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=48
ハイドライド,Hydlide,49,PC-8801,TAE0001a.bin,TAE0001.bmp,TAE0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=49
ハイドライド,Hydlide,55,MSX2,TAE1003a.bin,TAE1003.bmp,TAE1003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=55
ハイドライド,Hydlide,56,MSX,TAE1002a.bin,TAE1002.bmp,TAE1002m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=56
ハイドライド,Hydlide,60,FM-7,TAE0016a.bin,TAE0016.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=60
ハイドライド,Hydlide,61,PC-6001mkII,TAE0017a.bin,TAE0017.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=61
ハイドライド,Hydlide,355,PC-8801,TAE0001a.bin,TAE0001.bmp,TAE0001m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=355
ハイドライド,Hydlide,585,PC-9801,PTAE0002a.bin,PTAE0002.bmp,PTAE0002m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=585
ハイドライド,Hydlide,1104,PC-8801,TAE0024a.bin,TAE0024.bmp,TAE0024m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1104
ハイドライド,Hydlide,1535,PC-8801,TAE0036a.bin,TAE0036.bmp,TAE0036m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1535
ハイドライド,Hydlide,1549,MSX2,TAE1014a.bin,TAE1014.bmp,TAE1014m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1549
ハイドライド,Hydlide,1633,PC-6601,TAE0042a.bin,TAE0042.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1633
ハイドライド,Hydlide,1655,FC,TAE0045a.bin,TAE0045.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1655
ハイドライド,Hydlide,1664,PC-9801,PTAE0002a.bin,PTAE0002.bmp,PTAE0002m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1664
ハイドライド,Hydlide,1693,X1,TAE0046a.bin,TAE0046.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1693
ハイドライド,Hydlide,1721,MSX,TAE1002a.bin,TAE1002.bmp,TAE1002m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1721
ハイドライド,Hydlide,1754,X1,TAE0046a.bin,TAE0046.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1754
ハイドライド,Hydlide,1787,PC-6601,TAE0042a.bin,TAE0042.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1787
ハイドライド 異次元バージョン,Hydlide - Ijigen Version,1785,X1,TAE0054a.bin,TAE0054.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1785
ハイドライド・スペシャル,Hydlide - Special,1574,FC,TAE0038a.bin,TAE0038.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1574
ハイドライド3,Hydlide 3,50,PC-8801,TAE0009a.bin,TAE0009.bmp,TAE0009m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=50
ハイドライド3,Hydlide 3,59,X1,TAE0012a.bin,TAE0012.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=59
ハイドライド3,Hydlide 3,65,MSX,TAE1010a.bin,TAE1010.bmp,TAE1010m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=65
ハイドライド3,Hydlide 3,1314,PC-8801,TAE0030a.bin,TAE0030.bmp,TAE0030m.bin,TAE0030d.bin,https://www.amusement-center.com/project/egg/game/?product_id=1314
ハイドライド3,Hydlide 3,1521,MSX2,TAE1012a.bin,TAE1012.bmp,TAE1012m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1521
ハイドライド3,Hydlide 3,1686,X1,TAE0012a.bin,TAE0012.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1686
ハイドライド3,Hydlide 3,1776,MSX,TAE1010a.bin,TAE1010.bmp,TAE1010m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=1776
ハイドライド3SV,Hydlide 3 SV,52,PC-9801,TAE0011a.bin,TAE0011.bmp,TAE0011m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=52
ハイドライド３SV,Hydlide 3 SV,486,X68000,TAE0020a.bin,TAE0020.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=486
ハイドライド3SV,Hydlide 3 SV,1805,PC-9801,,,,,https://www.amusement-center.com/project/egg/game/?product_id=1805
ハイドライド3SV,Hydlide 3 SV,1731,X68000,TAE0020a.bin,TAE0020.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=1731
ハイドライドII,Hydlide II,44,FM-7,TAE0004a.bin,TAE0004.bmp,,,https://www.amusement-center.com/project/egg/game/?product_id=44
ハイドライドII,Hydlide II,47,PC-8801,TAE0003a.bin,TAE0003.bmp,TAE0003m.bin,,https://www.amusement-center.com/project/egg/game/?product_id=47
